798;7.29E+07
799;7.40E+07
800;7.46E+07
801;7.52E+07
802;7.49E+07
803;7.64E+07
804;7.63E+07
805;7.67E+07
806;7.75E+07
807;7.85E+07
808;7.87E+07
809;7.93E+07
810;8.03E+07
811;8.00E+07
812;8.06E+07
813;8.06E+07
814;8.14E+07
815;8.07E+07
816;8.13E+07
817;8.17E+07
818;8.16E+07
819;8.14E+07
820;8.14E+07
821;8.15E+07
822;8.07E+07
823;8.09E+07
824;8.04E+07
825;7.99E+07
826;8.08E+07
827;8.04E+07
828;8.02E+07
829;7.99E+07
830;7.86E+07
831;7.90E+07
832;7.85E+07
833;7.81E+07
834;7.79E+07
835;7.72E+07
836;7.64E+07
837;7.56E+07
838;7.52E+07
839;7.43E+07
840;7.34E+07
841;7.36E+07
842;7.22E+07
843;7.16E+07
844;7.13E+07
845;7.09E+07
846;6.89E+07
847;6.94E+07
848;6.82E+07
849;6.71E+07
850;6.62E+07
851;6.60E+07
852;6.51E+07
853;6.50E+07
854;6.44E+07
855;6.31E+07
856;6.29E+07
857;6.20E+07
858;6.13E+07
859;6.06E+07
860;5.98E+07
861;5.95E+07
862;5.97E+07
863;5.87E+07
864;5.89E+07
865;5.86E+07
866;5.83E+07
867;5.79E+07
868;5.75E+07
869;5.73E+07
870;5.77E+07
871;5.79E+07
872;5.72E+07
873;5.72E+07
874;5.74E+07
875;5.73E+07
876;5.82E+07
877;5.84E+07
878;5.88E+07
879;6.02E+07
880;5.93E+07
881;6.00E+07
882;6.03E+07
883;6.13E+07
884;6.23E+07
885;6.26E+07
886;6.45E+07
887;6.64E+07
888;6.61E+07
889;6.71E+07
890;6.86E+07
891;7.02E+07
892;7.27E+07
893;7.47E+07
894;7.60E+07
895;7.73E+07
896;7.93E+07
897;8.33E+07
898;8.40E+07
899;8.59E+07
900;8.71E+07
